"Fiji, Mobile",6799,0.3079
"Finland",358,0.0697
"Finland, Helsinki",3589,0.0605
"Finland, Mobile",3584,0.1040
"Finland, Mobile",3585,0.0829
"France",33,0.0224
"France, Mobile",336,0.0842
"France, Mobile",337,0.0566
"France, Mobile Others",336380; 3364000; 3364002; 3364003; 3364004,0.5658
"France, Paris",331,0.0171
"France, Premium",338,0.0276
"French Guiana",594,0.0842
"French Guiana, Mobile",5946,0.1711
"French Polynesia",689,0.3553
"Gabon",241,0.4487
"Gabon, Mobile",2410; 24106; 2411; 2412; 2413; 24141; 24151; 24152; 24153; 24157; 24161; 24163; 24168; 24175; 24180; 24181; 24184; 24185; 24187; 24189; 24191; 24194; 24195; 24197,0.4132
"Gambia",220; 2203; 22070; 22071; 22072; 22073; 22074; 22075; 22076; 22077; 220770; 220775; 220776; 220777; 220778; 220779; 22078; 22079; 2208; 220810; 220820; 22088; 22093; 22097; 22098; 22099,0.5171
"Gambia, Mobile",2206; 2207; 2209,0.5303
"Georgia",995,0.1368
"Georgia, Mobile",99551; 99555; 99557; 99558; 99559; 995591; 995592; 995593; 995595; 995596; 995597; 995598; 995599; 99568; 99570; 99571; 99574; 99577; 99578; 99579; 99590; 99591; 99593; 99595; 99596; 99597; 99598; 99599,0.1421
"Georgia, Tblisi",99532,0.0724
"Germany",49,0.0210
"Germany (CIVIL SERVICES)",49115,0.0210
"Germany (HARMONIZED SERV)",49116,0.0210
"Germany (NATIONAL ACCESS VOIP)",4932,0.0395
"Germany Mobile DTAG",49700; 49701,0.1711
"Germany Mobile E Plus",49150; 49155; 49156; 49157; 49163; 49177; 49178,0.0711
"Germany Mobile O2",49159; 49176; 49179,0.0711
"Germany Mobile Other",49169,0.0816
"Germany Mobile T-Mobile",49151; 49160; 49161; 49170; 49171; 49175,0.0711
"Germany Mobile Vodafone",49152; 49162; 49172; 49173; 49174,0.0724
"Germany, Premium",4918,0.0395
"Ghana",233; 23321; 23351,0.2513
"Ghana Mobile",23320; 23323; 23324; 23326; 23327; 23328; 23354,0.2513
"Gibraltar",350,0.0700
"Gibraltar, Mobile",3505; 3506,0.3290
"Global Mobile Satellite System (GMSS), shared code",8818,3.6842
"Global Mobile Satellite System (GMSS), shared code",8819,4.6053
"Global Mobile Satellite System (GMSS), shared code, Iridium-8816",8816,4.6540
"Global Mobile Satellite System (GMSS), shared code, Iridium-8817",8817,4.6540
"Greece",30,0.0263
"Greece, Athens",3021,0.0263
"Greece, Mobile",306,0.1053
"Greenland",299,0.5600
"Greenland, Mobile",2992; 2994; 2995,0.6750
"Grenada",1473,0.1250
"Grenada - Mobile",1473403; 1473404; 1473405; 1473406; 1473407; 1473409; 1473410; 1473414; 1473415; 1473416; 1473417; 1473418; 1473419; 1473420; 1473421; 1473422; 1473441; 1473449; 1473456; 1473457; 1473458; 1473459; 1473533; 1473534; 1473535; 1473536; 1473537; 1473538; 1473773,0.2434
"Guadeloupe",590,0.0263
"Guadeloupe, Mobile",590690,0.1013
"Guatemala",502,0.1658
"Guatemala, Mobile",50240; 50241; 5026; 5027; 50280; 50281; 50290; 50291,0.1592
"Guatemala, Mobile",5025,0.1566
"Guinea",224,0.5132
"Guinea, Mobile",22460,0.4671
"Guinea, Mobile",22462,0.4118
"Guinea, Mobile, Cellcom",22465; 22467,0.4382
"Guinea, Mobile, Intercel",22463,0.3921
"Guinea, Mobile, MAI",22479,0.4210
"Guinea, Mobile, MTN",22464; 22466,0.5000
"Guinea, Mobile, Orange",22468,0.4118
"Guinea-Bissau",245,0.4461
"Guinea-Bissau, Mobile",2456; 24566; 24572; 24587,0.3724
"Guyana",592,0.2553
"Guyana, Mobile",592214; 592218; 592224; 592248; 5922631; 5922632; 592278; 592284; 592294; 592304; 592374; 592384; 592394; 5926,0.2855
"Haiti",509,0.3026
"Haiti, Mobile",50921; 509251; 5093; 5094; 5095; 5096; 50960; 50961; 50962; 50963; 50964; 5097; 5098; 50990; 50994,0.3118
"Honduras",504,0.1237
"Honduras, Mobile",5043; 50472; 5048; 5049,0.1461
"Hong Kong",852,0.0276
"Hong Kong, Mobile",8521; 8524; 8526; 8527; 8529,0.0276
"Hungary",36,0.0250
"Hungary",3631; 3641; 3654649; 3671; 3681; 3691; 3696,0.0197
"Hungary, Budapest",361,0.0197
"Hungary, Mobile",3620; 3670,0.0684
"Hungary, Mobile",3630,0.0658
"Hungary, Mobile",3631310; 3631311; 3631312; 3631314; 3650; 3660,0.0197
"Hungary, Other",3624; 3625; 3627; 3628; 3633; 3657; 3662; 3663; 3677; 3678; 3679; 3688,0.0197
"IAX",IAX,0.0000
"Iceland",354,0.0263
"Iceland, Mobile",354380; 354388; 354389; 3546; 354615; 354616; 354617; 354618; 35462; 354630; 354631; 354632; 354637; 354649; 354650; 354655; 354659; 35466; 35467; 35468; 35469; 35477; 354770; 354771; 354772; 354773; 354774; 354775; 354776; 354777; 354820; 354821; 354822; 354823; 354824; 354825; 354826; 354827; 354828; 354829; 35483; 35484; 35485; 35486; 35487; 35488; 35489,0.1421
"India",91,0.0395
"India, Ahmadabad",9179,0.0263
"India, Bangalore",9180,0.0263
"India, Chennai",9144,0.0263
"India, Delhi",9111,0.0263
"India, Ernakulam",91484,0.0263
"India, Hyderabad",9140,0.0263
"India, Jallandhar",91181,0.0263
"India, Kolkata",9133,0.0263
"India, Mobile",917200; 917204; 917205; 917206; 917207; 917208; 917209; 917250; 917259; 917265; 917275; 917276; 917277; 917278; 917293; 917298; 917299; 917373; 917376; 917377; 917379; 917396; 917398; 917399; 917403; 917411; 917415; 917416; 917417; 917418; 917419; 917428; 917429; 917439; 917483; 917488; 917489; 917498; 917499; 917500; 917501; 917502; 917503; 917504; 917520; 917549; 917566; 917567; 917568; 917569; 917579; 917587; 917588; 917589; 917597; 917598; 917599; 917600; 917602; 917607; 917620; 917631; 917639; 917654; 917665; 917666; 917667; 917668; 917669; 917676; 917677; 917679; 917696; 917697; 917698; 917699; 917702; 917708; 917709; 917735; 917736; 917737; 917738; 917739; 917742; 917760; 917795; 917796; 917797; 917798; 917799; 917800; 917807; 917808; 917809; 917814; 917827; 917828; 917829; 917830; 917837; 917838; 917839; 917842; 917845; 917860; 917869; 917870; 917871; 917872; 917873; 917874; 917875; 917876; 917877; 917878; 917879; 917890; 917891; 917893; 917894; 917895; 917896; 917897; 917898; 917899; 91800; 918004; 918005; 91801; 91805; 91808; 91809; 91810; 91812; 91814; 91880; 918858; 918859; 918860; 918861; 918866; 918867; 91887; 91888; 918887; 91889; 918895; 91890; 918900; 918901; 918902; 918903; 918923; 918925; 918926; 918927; 918928; 918929; 918930; 918939; 918940; 918943; 918948; 91895; 918960; 918961; 918962; 918967; 918968; 918969; 91897; 91898; 918985; 918986; 918987; 918988; 918989; 91899; 918991; 918993; 918996; 9190; 919013; 9191; 91918; 91919; 919198; 919199; 9192; 9193; 9194; 9195; 919530; 919531; 919532; 9196; 919682; 919683; 919684; 9197; 919757; 9198; 919868; 919869; 9199; 919968; 919969,0.0197
"India, Mumbai",9122,0.0263
"India, Pune",9120,0.0263
"Indonesia",62,0.0842
"Indonesia, Jakarta",6221,0.0474
"Indonesia, Mobile",628,0.1040
"Inmarsat",871; 8711; 8713; 8716; 8730; 8733; 8736; 8737; 8738; 8741; 8743; 8746; 8747,10.7040
"Inmarsat",8721,10.7237
"Inmarsat",8725; 8728,7.3842
"Inmarsat",8745; 8748,5.4605
"Inmarsat (Atlantic Ocean-East), East Atlantic",87139,7.6974
"Inmarsat (Atlantic Ocean-East), East Atlantic",8715; 8718,8.2224
"Inmarsat (Atlantic Ocean-East), East Atlantic",87160; 87163,5.5921
"Inmarsat (Atlantic Ocean-West), West Atlantic",87439,6.8816
"Inmarsat (Atlantic Ocean-West), West Atlantic",87460,5.2632
"Inmarsat (Indian Ocean)",873,8.2895
"Inmarsat (Indian Ocean), Indian Ocean",87339,8.9474
"Inmarsat (Pacific Ocean), Pacific",8723,10.7040
"Inmarsat (Pacific Ocean), Pacific",87239,8.7500
"Inmarsat (Pacific Ocean), Pacific",8726,12.9237
"Inmarsat (Pacific Ocean), Pacific",87260,5.6579
"Inmarsat Mini-M",87176; 87476,1.8421
"Inmarsat SNAC, Inmarsat B SNAC",8703,2.1053
"Inmarsat SNAC, Inmarsat B SNAC",87039,7.6316
"Inmarsat SNAC, Inmarsat BGAN HSD",87078,7.2368
"Inmarsat SNAC, Inmarsat M SNAC",8706,2.2368
"Inmarsat SNAC, Inmarsat M SNAC",87060,6.8421
"Inmarsat SNAC, Inmarsat Mini M SNAC",8707,1.9737
"International Networks",88213,4.3421
"International networks, shared code, GMSS-ORATION",88232,1.9763
"International networks, shared code, Germany",88228,1.3158
"International networks, shared code, Thuraya",88216,1.7526
"International networks, shared code, UK BT Global Office",88210,4.2105
"Iran, Islamic Republic of",98,0.0974
"Iran, Islamic Republic of, Mobile",989,0.1066
"Iran, Islamic Republic of, Tehran",9821,0.0921
"Iraq",964,0.1421
"Iraq, Baghdad",9641,0.1421
"Iraq, Mobile",9647,0.2145
"Ireland",353; 3530; 35310; 35311; 353120; 353121; 353122; 353123; 353124; 353125; 353126; 353127; 353128; 353171; 35321; 353212; 353213; 353214; 353216; 353217; 353223; 353226; 353227; 353232; 353236; 353237; 353238; 353242; 353243; 353247; 353248; 353252; 353254; 353255; 353256; 353262; 353265; 353266; 353272; 353273; 353277; 353278; 353284; 353285; 353287; 353292; 353293; 353295; 353402; 353404; 353405; 353412; 353416; 353419; 353429; 353432; 353433; 353435; 353436; 353437; 353438; 353439; 353442; 353445; 353446; 353447; 353449; 353452; 353453; 353454; 353455; 353458; 353459; 353465; 353466; 353468; 353469; 353472; 353473; 353476; 353493; 353494; 353495; 353498; 353499; 353502; 353503; 353504; 353505; 353506; 353507; 353508; 353509; 353524; 353525; 353526; 353527; 353529; 353532; 353535; 353536; 353539; 353544; 353546; 353553; 353564; 353567; 353568; 353578; 353579; 353586; 353587; 353588; 353596; 353598; 353599; 35361; 353612; 353615; 353616; 353617; 353619; 353622; 353623; 353624; 353626; 353628; 353632; 353634; 353637; 353644; 353645; 353646; 353647; 353648; 353649; 353656; 353657; 353658; 353659; 353664; 353667; 353669; 353672; 353673; 353675; 353676; 353683; 353685; 353686; 353692; 353693; 353699; 353700; 353712; 353713; 353717; 353719; 353722; 353732; 353747; 353748; 353749; 353752; 353759; 353777; 353779; 353782; 353784; 353785; 353788; 353796; 353800; 353902; 353903; 353905; 353906; 353907; 353909; 353913; 353914; 353916; 353918; 353919; 35392; 353922; 353932; 353933; 353935; 353936; 353943; 353944; 353948; 353949; 353952; 353954; 353955; 353957; 353963; 353964; 353965; 353969; 353972; 353973; 353976; 353983; 353984; 353985; 353988; 353992; 353993,0.0171
"Ireland",3531520; 3531530; 3531540; 3531550; 3531559; 3531560; 3531570; 3531580; 35348; 35376,0.1316
"Ireland",35380; 353810; 353818; 35386; 353860258136; 353865; 35389; 353894; 3538941; 3538942; 3538943; 3538944; 35389541; 35389542; 35389544; 35389545; 35389546; 35389547; 35389548; 35389549; 3538955; 3538956; 3538957; 3538958; 3538959; 353896; 353897; 353898; 353899,0.2934
"Ireland",35381; 353835; 35384; 353845,0.2000
"Ireland, Dublin",3531; 353129; 35313; 35314; 353143; 353144; 353148; 353150; 353151; 3531510; 3531511; 3531512; 3531513; 3531514; 3531515; 3531516; 3531517; 3531518; 3531519; 353152; 3531521; 3531522; 3531523; 3531524; 3531525; 3531526; 3531527; 3531528; 3531529; 353153; 3531531; 3531532; 3531533; 3531534; 3531535; 3531536; 3531537; 3531538; 3531539; 353154; 3531541; 3531542; 3531543; 3531544; 3531545; 3531546; 3531547; 3531548; 3531549; 353155; 3531551; 3531552; 3531553; 3531554; 3531555; 3531556; 3531557; 3531558; 3531561; 3531562; 3531563; 3531564; 3531565; 3531566; 3531567; 3531568; 3531569; 3531571; 3531572; 3531573; 3531574; 3531575; 3531576; 3531577; 3531578; 3531579; 3531581; 3531582; 3531583; 3531584; 3531585; 3531586; 3531587; 3531588; 3531589; 3531590; 3531591; 3531592; 3531593; 3531594; 3531595; 3531596; 3531597; 3531598; 3531599; 35316; 353163; 353165; 353166; 353168; 353169; 353170; 353175; 353176; 353177; 353178; 353179; 3531800; 353181; 353182; 353183; 353184; 353185; 3531850; 3531851; 3531852; 3531853; 3531854; 3531855; 3531856; 3531857; 3531858; 3531859; 353186; 353187; 353188; 353189; 3531890; 35319; 353190,0.0171
"Ireland, Mobile",3538; 353811; 353812; 353813; 353814; 353815; 353816; 353817; 35381830; 35381836; 35381871; 353819; 35382; 353821; 353822; 353890,0.1513
"Ireland, Mobile H3G",35383,0.1842
"Ireland, Mobile Meteor",35385,0.1526
"Ireland, Mobile Others",353891; 353892; 353893; 3538940; 3538945; 3538946; 3538947; 3538948; 3538949; 3538950; 3538951; 3538952; 3538953; 35389540; 35389543,0.2671
"Ireland, Vodafone",35387; 353870675358; 353870678458; 353870683055; 353870693529; 353870695097; 353870997787; 353871201940; 353871203299; 353871205235; 353871205302; 353871209719; 353871212680; 353871213248; 353871216860; 353871224353; 353871226243; 353871226309; 353871226462; 353871227789; 353871230659; 353871232626; 353871234522; 353871234562; 353871245626; 353871257003; 353871261839; 353871264019; 353871268113; 353871268926; 353871273405; 353871275536; 353871276658; 353871305524; 353871305525; 353871310230; 353871314222; 353871316601; 353871317282; 353871317337; 353871317601; 353871347026; 353871358455; 353871361263; 353871369146; 353871459384; 353875; 353876593303; 353876596155; 353876634410; 353876637454; 353876639635; 353876648073; 353876651799; 353876676663; 353876677532; 353876682892; 353876689492; 353876697410; 353876699170; 353876699271; 353876705118; 353876708646; 353876720080; 353876726158; 353876730542; 353876732557; 353876736355; 353876736913; 353876737637; 35388; 353885,0.2671
"Ireland, Waterford",35351; 353512; 353513; 353514; 353515; 353516,0.0171
"Israel",972,0.0171
"Israel, Mobile",972151; 9721515; 972153; 9721535; 97215354; 9725; 9726,0.0592
"Israel, Palestine Territories",972022; 972042; 972056; 972059; 972082; 972092; 97222; 97242; 97282; 97292,0.2632
"Israel, Palestine Territories",97232,0.0263
"Israel, Palestine Territories, Mobile",97256; 97259,0.2184
"Israel, Tel Aviv",9723,0.0171
"Italy",39,0.0224
"Italy",390; 3900,0.0171
"Italy, Elsacom",39310,0.1737
"Italy, Mobile",393,0.2289
"Italy, Mobile Intermatica",39319,0.0553
"Italy, Mobile,RFI",39313,0.1921
"Italy, Omnitel",3934,0.1013
"Italy, TIM",3930; 3931; 3931100; 3931101; 3931105; 39321; 39324; 39325; 39326; 3933; 39332; 39340; 39342; 3934900; 3934905; 3934906; 3934907; 3934908; 3934909; 393491; 393492; 393493; 393494; 393495; 393496; 393497; 393498; 393499; 3935; 39350; 3936; 39360; 39363; 39364; 39365; 39366; 39367; 39368; 39369; 3937; 39370; 39373; 39377; 3938000; 3938001; 3938003; 3938004; 3938005; 3938006; 3938007; 3938008; 3938009; 393801; 393802; 393803; 393804; 393805; 393806; 393807; 393808; 393809; 39385,0.1592
"Italy, TIM",39344,0.1013
"Italy, TIM",3939; 39390; 39391; 3939100; 3939101; 3939102; 3939103; 3939104; 3939105; 3939106; 3939107; 3939108; 3939109; 393911; 393912; 393913; 393914; 393915; 393916; 393917; 393918; 393919; 39392; 39393; 39397,0.1290
"Italy, Vatican City",39066982,0.0158
"Italy, Wind",3932; 39320; 3932058; 3932059; 39322; 39323; 39327; 39328; 39329; 39330; 39331; 39333; 39334; 39335; 39336; 39337; 39338; 39339; 39341; 39343; 39345; 39346; 39347; 39348; 39349; 39361; 39362; 3938; 39380; 3938002; 39383; 39387; 39388; 39389,0.1040
"Jamaica",1876,0.1118
"Jamaica, Mobile",18762; 18763; 18764; 18765; 187653; 187654; 187657; 187658; 1876618; 1876619; 1876621; 1876648; 1876649; 1876665; 1876667; 1876668; 1876669; 18767; 18768; 1876909; 1876919; 1876990; 1876995; 1876997; 1876999,0.2618
"Japan",81,0.0395
"Japan, IP phone",8150,0.0447
"Japan, Mobile",8170; 8180; 8190,0.1382
"Jordan",962,0.1105
"Jordan, Amman",9626,0.1145
"Jordan, Central region",9625,0.1145
"Jordan, Mobile",9627,0.1434
"Jordan, Northern region",9622,0.1105
"Jordan, Southern region",9623,0.1053
"Kazakhstan",771,0.0434
"Kazakhstan",7721; 7722; 7723; 7724; 7725; 7726; 7727; 7728; 7729,0.0461
"Kazakhstan, Almaty",77272; 77273,0.0118
"Kazakhstan, Astana",77172,0.0263
"Kazakhstan, Bajkonur",7736,0.0513
"Kazakhstan, Karaganda",77212,0.0132
"Kazakhstan, Mobile",7700; 7701; 7702; 7705; 7707; 7760; 7762; 7763; 7764; 7771,0.1171
"Kazakhstan, Mobile",777; 7770; 7772; 7773; 7774; 7776; 7777; 7778; 7779,0.1053
"Kazakhstan, Mobile",7775,0.1066
"Kenya",254,0.0947
"Kenya, Mobile",2547,0.1461
"Kenya, Nairobi",25420,0.0868
"Kiribati",686,0.6447
"Kiribati, Mobile",68630; 6869,0.6447
"Korea (North)",850,0.6500
"Korea (South)",82,0.0250
"Korea (South), Mobile",821,0.0434
"Kuwait",965,0.1250
"Kuwait, Mobile",96544; 965501; 965502; 965505; 965506; 965507; 965508; 965509; 96551; 96558; 96559; 9656; 9657; 9659,0.1250
"Kyrgyzstan",996,0.1434
"Kyrgyzstan Mobile",99651; 99652; 99654; 99655; 99656; 99657,0.1526
"Kyrgyzstan Mobile",996700; 99677,0.1145
"Kyrgyzstan, Bishkek",996312,0.1184
"Lao People's Democratic Republic",856,0.0605
"Latvia",371,0.0803
"Latvia Riga",37167,0.0237
"Latvia mobile Bite Latvija",3712205; 3712206; 3712207; 3712208; 3712209; 371221; 3712239; 371225; 3712280; 3712281; 3712282; 3712283; 3712284; 3712550; 3712551; 3712552; 3712553; 3712554; 3712555; 3712585; 3712586; 3712587; 3712588; 3712720; 3712721; 3712722; 3712723; 3712724; 3712725; 3712726; 3712728; 3712729; 371273; 371274; 371275; 3712760; 3712761; 3712762; 3712763; 3712764; 3712765; 3712766; 3712767; 371277; 371279,0.6974
"Latvia mobile Tele2",371200; 371203; 3712230; 3712231; 3712232; 3712233; 3712234; 3712235; 3712236; 3712237; 3712238; 371259; 371260; 371267; 371268; 371269; 371270; 371271; 371282; 3712844; 3712845; 3712846; 3712847; 3712848; 371288; 371295; 371296; 371297; 371298; 371299,0.0790
"Latvia mobile Telekom Baltija",3712580; 3712581; 3712582; 3712583; 3712584; 3712589,0.1632
"Latvia, Mobile, LMT",371202; 3712200; 3712201; 3712202; 3712203; 3712204; 371224; 371254; 3712556; 3712557; 3712558; 3712559; 371256; 371261; 371262; 371263; 371264; 371265; 371266; 371278; 371283; 3712849; 371286; 371287; 371291; 371292; 371293; 371294,0.0750
"Latvia, OLO",3716200; 3716303; 3716309; 3716311; 3716313; 3716321; 3716328; 3716331; 3716339; 3716341; 3716347; 3716350; 3716358; 371636100; 371636107; 371636108; 371636109; 37163611; 37163612; 37163613; 37163614; 37163615; 37163616; 37163617; 37163618; 37163619; 37163650; 37163651; 37163652; 371636530; 371636531; 371636532; 371636533; 371636534; 371636539; 37163654; 37163655; 37163656; 37163657; 37163658; 37163659; 3716371; 3716377; 3716379; 3716381; 3716389; 3716391; 3716399; 3716401; 3716409; 3716411; 3716418; 3716421; 3716429; 3716431; 3716433; 3716437; 3716439; 3716441; 3716442; 3716446; 3716451; 3716458; 3716461; 3716467; 3716468; 3716471; 3716479; 3716481; 3716488; 3716490; 3716501; 3716509; 3716511; 3716518; 3716521; 3716528; 3716531; 3716539; 37165410; 37165411; 37165412; 37165413; 37165414; 37165415; 37165416; 37165417; 37165419; 3716548; 3716550; 3716558; 3716561; 3716563; 3716567; 3716569; 3716571; 3716577; 3716579; 3716580; 3716581; 3716588; 371660; 371661; 37166202; 37166203; 37166204; 37166205; 37166206; 37166207; 37166208; 37166209; 3716621; 3716622; 3716623; 3716624; 3716625; 3716626; 3716627; 3716628; 3716629; 3716666; 3716677; 3716688; 3716689; 371669; 3716715; 3716716; 3716719; 3716723; 3716748; 3716749; 3716763; 3716764; 3716765; 37167660; 37167661; 37167662; 37167663; 37167664; 37167665; 37167666; 37167669; 3716769; 3716771; 3716772; 3716778; 3716779; 3716785; 3716787; 3716788; 3716838; 3716840; 3716860; 3716868,0.0816
"Lebanon",961,0.1974
"Lebanon, Beirut",9611,0.1013
"Lebanon, Mobile",9613,0.1947
"Lebanon, Mobile",96170; 96171,0.1987
"Lebanon, Mobile",96181; 96190; 96191,0.1013
"Lesotho",266,0.2632
"Lesotho, Mobile",2665; 2666,0.3026
"Liberia",231,0.3895
"Liberia, Mobile",2314; 2315; 2317,0.4197
"Liberia, Mobile, MTN",2316,0.2237
"Libyan Arab Jamahiriya",218,0.2592
"Libyan Arab Jamahiriya, Mobile",21891; 21892; 21894,0.3553
"Libyan Arab Jamahiriya, Tripoli",21821,0.2592
"Liechtenstein",423,0.0921
"Liechtenstein, Mobile",4235; 4236; 4237,0.5900
"Lithuania",370,0.0658
"Lithuania, Mobile",3706,0.0921
"Local Number",LocalNumber,0.0030
"Luxemburg",352,0.0263
"Luxemburg (NATIONAL ACCESS VOIP)",35220,0.0395
"Luxemburg Mobile",3526021; 352621; 352628; 352691; 352698,0.2000
"Luxemburg Mobile (VOXMOBILE)",352661; 352668,0.2368
"Macau",853,0.0737
"Macau, Mobile",8536,0.0737
"Macedonia",389,0.1921
"Macedonia, Mobile",3897,0.4145
"Madagascar",261,0.5421
"Madagascar, Mobile",2613; 26133; 26134; 2615,0.5566
"Malawi",265,0.1816
"Malawi, Mobile",2654; 2655; 2658; 2659,0.1053
"Malaysia",60,0.0276
"Malaysia, Kuala Lumpur",603,0.0197
"Malaysia, Mobile",601,0.0447
"Maldives",960,0.7763
"Maldives, Mobile",9607,0.7632
"Mali",223,0.2224
"Mali, Mobile",2236,0.3329
"Mali, Mobile",2237,0.3474
"Malta",356,0.0237
"Malta, Mobile",3567,0.0684
"Malta, Mobile",3569,0.1842
"Mariana Islands",1670,0.0408
"Marshall Islands",692,0.3553
"Martinique",596,0.1200
"Martinique, Mobile",5962; 59631; 59632; 59633; 59634; 59635; 59645; 59668; 596696,0.1974
"Mauritania",222,0.4882
"Mauritius",230,0.1553
"Mexico",52,0.0921
"Mexico, Acapulco",52744,0.0658
"Mexico, Acatlan De Juarez",52387,0.1250
"Mexico, Angostura",52697,0.1250
"Mexico, Arandas",52348,0.1250
"Mexico, Atlixco",52244,0.0855
"Mexico, Cancun",52998,0.0526
"Mexico, Carapan",52355,0.1250
"Mexico, Cortazar",52411,0.1250
"Mexico, Guadalajara",5233,0.0263
"Mexico, Mexico City",5255,0.0263
"Mexico, Mobile",521,0.1263
"Mexico, Monterrey",5281,0.0263
"Mexico, most cities",52222; 52228; 52229; 52231; 52232; 52238; 52241; 52243; 52246; 52271; 52272; 52284; 52287; 52288; 52294; 52311; 52312; 52313; 52314; 52317; 52322; 52323; 52324; 52325; 52341; 52351; 52352; 52353; 52354; 52356; 52374; 52378; 52381; 52384; 52389; 52392; 52393; 52415; 52427; 52434; 52435; 52436; 52438; 52442; 52443; 52444; 52445; 52449; 52451; 52452; 52453; 52461; 52462; 52463; 52464; 52466; 52468; 52469; 52472; 52473; 52474; 52475; 52477; 52481; 52487; 52488; 52492; 52493; 52494; 52498; 52591; 52595; 52597; 52612; 52613; 52614; 52615; 52616; 52618; 52622; 52623; 52624; 52625; 52626; 52627; 52631; 52632; 52633; 52634; 52636; 52637; 52638; 52639; 52641; 52642; 52644; 52645; 52646; 52647; 52648; 52653; 52656; 52661; 52662; 52664; 52665; 52667; 52668; 52669; 52673; 52674; 52676; 52686; 52687; 52712; 52713; 52714; 52715; 52721; 52722; 52726; 52727; 52728; 52732; 52733; 52734; 52735; 52736; 52741; 52742; 52747; 52753; 52754; 52755; 52756; 52757; 52758; 52762; 52767; 52771; 52772; 52773; 52775; 52777; 52779; 52782; 52783; 52786; 52791; 52821; 52823; 52826; 52828; 52829; 52831; 52833; 52834; 52836; 52841; 52842; 52844; 52861; 52862; 52866; 52867; 52868; 52871; 52877; 52878; 52891; 52892; 52899; 52916; 52917; 52921; 52922; 52938; 52951; 52958; 52961; 52962; 52965; 52967; 52968; 52971; 52981; 52983; 52986; 52987; 52993; 52997; 52999,0.0395
"Micronesia",691,0.2763
"Midway Islands",6998,3.2895
"Moldova",373,0.1934
"Moldova, Mobile",3736,0.2145
"Moldova, Mobile",3737,0.1895
"Moldova, Mobile, Mobile, Orange",37360; 37368; 37369,0.2447
"Moldova, Mobile, Moldcell",37378; 373782; 373783; 373784; 373785; 373786; 373788; 37379,0.2737
"Moldova, Pridnestrovje",37321; 373280; 373281; 373282; 373284; 373286; 373287; 373288; 373289; 3735,0.1513
"Moldova, Pridnestrovje mobile",37377,0.1868
"Monaco",377,0.0790
"Monaco, Kosovo",37744; 37745,0.4145
"Monaco, Mobile",3774; 3776,0.3895
"Mongolia",976,0.0724
"Mongolia, Mobile",97688; 97691; 97695; 97696; 97699,0.0724
"Mongolia, Ulaanbaatar",97611,0.0711
"Montenegro",382,0.1671
"Montenegro, Mobile",38267; 38268; 38269,0.3500
"Montenegro, ProMonte",38263,0.3329
"Montserrat",1664,0.1789
"Montserrat, Mobile",1664492,0.1974
"Morocco",212,0.0250
"Morocco, Mobile",2126,0.4289
"Morocco, Mobile, Maroc",212613; 212615; 212616; 212618; 212661,0.4289
"Morocco, Mobile, Meditel",212520; 212521; 212525; 212530; 212531; 212532; 212612; 212614; 212617; 212619; 212620; 212621; 212624; 21263; 212631; 212632; 212633; 212634; 212635; 212638; 21264; 212640; 212641; 212642; 212644; 212645; 212646; 212647; 212648; 212649; 21265; 212650; 212651; 212652; 212653; 212654; 212655; 212656; 212657; 212658; 212659; 212660; 212663; 212664; 212665; 212669; 212674; 212675; 212679; 21269; 212692; 212699; 21274,0.4289
"Morocco, Mobile, WANA",212526; 212527; 212529,0.3421
"Morocco, Mobile, WANA",212533; 212534; 212538; 212540; 212546; 212547; 212550; 212553,0.3316
"Morocco, Mobile, WANA",21260; 212600; 212601; 212602; 212603; 212604; 212606; 212626; 212627; 212629; 212630; 212680,0.4145
"Mozambique",258,0.0868
"Mozambique, Mobile, Vodacom",25884,0.2829
"Mozambique, Mobile, mCel",25882,0.1342
"Myanmar",95,0.3368
"Namibia",264,0.1500
"Namibia, Mobile",26460; 26481; 26485,0.2066
"Nauru",674,1.2000
"Nauru, Mobile",6744448; 6744449; 674555; 6748,1.2000
"Nepal",977,0.1618
"Nepal, Mobile",97798,0.1618
"Netherlands",31,0.0342
"Netherlands",3168; 316800; 316801; 316810; 316811; 316812; 316813; 316814; 316815; 316816; 316817; 316818; 316819; 31682; 316831; 316832; 316833; 316834,0.0605
"Netherlands",31685; 31686; 316860; 316861; 316862; 316863; 316864; 316865; 316866; 316868; 31687; 31688; 316888,0.1855
"Netherlands (KPN)",31610; 31612; 31613; 31620; 31622; 31623; 31630; 31651; 31653; 31657; 31665; 31683,0.0605
"Netherlands (ORANGE)",31618; 31628; 31638; 31639; 31648,0.0605
"Netherlands (OTHERS)",31632; 31656; 31658; 31659,0.1855
"Netherlands (PAGING)",31660,0.2250
"Netherlands (T-MOBILE)",31614; 31624; 31634; 31641; 31642; 31643; 31681,0.0605
"Netherlands (T-MOBILE)",31684,0.1816
"Netherlands (TELE2)",31636; 31640,0.0605
"Netherlands (TELFORT)",31616; 31617; 31619; 31626; 31633; 31644; 31645; 31647; 31649,0.0605
"Netherlands (VODAFONE)",31611; 31615; 31621; 31625; 31627; 31629; 31631; 31637; 31646; 31650; 31652; 31654; 31655; 31680,0.0618
"Netherlands Antilles",599,0.1382
"Netherlands Antilles, Mobile",599318; 5994161; 5994165; 5994166; 5994167; 5995; 59970; 59978; 59979; 59980; 59995; 59996,0.1395
